ref_area,indicator,source,sex,classif1,time,obs_value,obs_status,note_classif,note_indicator,note_source
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_M,AGE_AGGREGATE_Y15-24,2016,99.2,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_M,AGE_AGGREGATE_Y25-54,2016,89.1,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_M,AGE_AGGREGATE_Y55-64,2016,88.5,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_M,AGE_AGGREGATE_YGE65,2016,97.3,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_F,AGE_AGGREGATE_TOTAL,2016,96.5,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_F,AGE_AGGREGATE_Y15-24,2016,99.6,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_F,AGE_AGGREGATE_Y25-54,2016,95.7,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_F,AGE_AGGREGATE_Y55-64,2016,94.4,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_F,AGE_AGGREGATE_YGE65,2016,95.7,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_T,AGE_YTHADULT_YGE15,2019,91.7,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_T,AGE_YTHADULT_Y15-24,2019,98.8,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_T,AGE_YTHADULT_YGE25,2019,89.9,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_M,AGE_YTHADULT_YGE15,2019,88.5,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_M,AGE_YTHADULT_Y15-24,2019,98.5,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_M,AGE_YTHADULT_YGE25,2019,86.2,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_F,AGE_YTHADULT_YGE15,2019,95.9,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_F,AGE_YTHADULT_Y15-24,2019,99.2,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_F,AGE_YTHADULT_YGE25,2019,95,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_T,AGE_AGGREGATE_TOTAL,2019,91.7,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_T,AGE_AGGREGATE_Y15-24,2019,98.8,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_T,AGE_AGGREGATE_Y25-54,2019,89.5,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_T,AGE_AGGREGATE_Y55-64,2019,91.1,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_T,AGE_AGGREGATE_YGE65,2019,96.9,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_M,AGE_AGGREGATE_TOTAL,2019,88.5,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_M,AGE_AGGREGATE_Y15-24,2019,98.5,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_M,AGE_AGGREGATE_Y25-54,2019,85.7,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_M,AGE_AGGREGATE_Y55-64,2019,88.4,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_M,AGE_AGGREGATE_YGE65,2019,95.7,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_F,AGE_AGGREGATE_TOTAL,2019,95.9,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_F,AGE_AGGREGATE_Y15-24,2019,99.2,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_F,AGE_AGGREGATE_Y25-54,2019,94.8,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_F,AGE_AGGREGATE_Y55-64,2019,95.6,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:7345,SEX_F,AGE_AGGREGATE_YGE65,2019,100,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:14098,SEX_T,AGE_YTHADULT_YGE15,2017,86.7,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:14098,SEX_T,AGE_YTHADULT_Y15-24,2017,95.2,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:14098,SEX_T,AGE_YTHADULT_YGE25,2017,85,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:14098,SEX_M,AGE_YTHADULT_YGE15,2017,83.9,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:14098,SEX_M,AGE_YTHADULT_Y15-24,2017,95.1,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:14098,SEX_M,AGE_YTHADULT_YGE25,2017,82.1,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:14098,SEX_F,AGE_YTHADULT_YGE15,2017,90.7,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:14098,SEX_F,AGE_YTHADULT_Y15-24,2017,95.4,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:14098,SEX_F,AGE_YTHADULT_YGE25,2017,89.6,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:14098,SEX_T,AGE_AGGREGATE_TOTAL,2017,86.7,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:14098,SEX_T,AGE_AGGREGATE_Y15-24,2017,95.2,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:14098,SEX_T,AGE_AGGREGATE_Y25-54,2017,85.6,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:14098,SEX_T,AGE_AGGREGATE_Y55-64,2017,79.6,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:14098,SEX_T,AGE_AGGREGATE_YGE65,2017,84.6,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:14098,SEX_M,AGE_AGGREGATE_TOTAL,2017,83.9,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:14098,SEX_M,AGE_AGGREGATE_Y15-24,2017,95.1,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:14098,SEX_M,AGE_AGGREGATE_Y25-54,2017,82.7,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:14098,SEX_M,AGE_AGGREGATE_Y55-64,2017,77,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:14098,SEX_M,AGE_AGGREGATE_YGE65,2017,80.6,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:14098,SEX_F,AGE_AGGREGATE_TOTAL,2017,90.7,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:14098,SEX_F,AGE_AGGREGATE_Y15-24,2017,95.4,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:14098,SEX_F,AGE_AGGREGATE_Y25-54,2017,89.9,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:14098,SEX_F,AGE_AGGREGATE_Y55-64,2017,84.7,,,,R1:3513
CIV,EMP_NIFL_SEX_AGE_RT,BA:14098,SEX_F,AGE_AGGREGATE_YGE65,2017,93.9,,,,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_T,AGE_YTHADULT_YGE15,2007,91,B,,I11:264,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_T,AGE_YTHADULT_Y15-24,2007,97.6,B,,I11:264,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_T,AGE_YTHADULT_YGE25,2007,88.2,B,,I11:264,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_M,AGE_YTHADULT_YGE15,2007,86.9,B,,I11:264,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_M,AGE_YTHADULT_Y15-24,2007,96.4,B,,I11:264,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_M,AGE_YTHADULT_YGE25,2007,83.1,B,,I11:264,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_F,AGE_YTHADULT_YGE15,2007,95.2,B,,I11:264,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_F,AGE_YTHADULT_Y15-24,2007,98.8,B,,I11:264,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_F,AGE_YTHADULT_YGE25,2007,93.6,B,,I11:264,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_T,AGE_AGGREGATE_TOTAL,2007,91,B,,I11:264,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_T,AGE_AGGREGATE_Y15-24,2007,97.6,B,,I11:264,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_T,AGE_AGGREGATE_Y25-54,2007,86.7,B,,I11:264,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_T,AGE_AGGREGATE_Y55-64,2007,93.7,B,,I11:264,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_T,AGE_AGGREGATE_YGE65,2007,98.6,B,,I11:264,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_M,AGE_AGGREGATE_TOTAL,2007,86.9,B,,I11:264,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_M,AGE_AGGREGATE_Y15-24,2007,96.4,B,,I11:264,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_M,AGE_AGGREGATE_Y25-54,2007,81.2,B,,I11:264,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_M,AGE_AGGREGATE_Y55-64,2007,89.5,B,,I11:264,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_M,AGE_AGGREGATE_YGE65,2007,97.5,B,,I11:264,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_F,AGE_AGGREGATE_TOTAL,2007,95.2,B,,I11:264,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_F,AGE_AGGREGATE_Y15-24,2007,98.8,B,,I11:264,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_F,AGE_AGGREGATE_Y25-54,2007,92.5,B,,I11:264,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_F,AGE_AGGREGATE_Y55-64,2007,97.7,B,,I11:264,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_F,AGE_AGGREGATE_YGE65,2007,99.6,B,,I11:264,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_T,AGE_YTHADULT_YGE15,2014,87.1,,,,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_T,AGE_YTHADULT_Y15-24,2014,96.2,,,,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_T,AGE_YTHADULT_YGE25,2014,84.6,,,,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_M,AGE_YTHADULT_YGE15,2014,82.8,,,,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_M,AGE_YTHADULT_Y15-24,2014,95.6,,,,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_M,AGE_YTHADULT_YGE25,2014,79.1,,,,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_F,AGE_YTHADULT_YGE15,2014,91.7,,,,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_F,AGE_YTHADULT_Y15-24,2014,96.9,,,,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_F,AGE_YTHADULT_YGE25,2014,90.3,,,,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_T,AGE_AGGREGATE_TOTAL,2014,87.1,,,,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_T,AGE_AGGREGATE_Y15-24,2014,96.2,,,,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_T,AGE_AGGREGATE_Y25-54,2014,82.8,,,,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_T,AGE_AGGREGATE_Y55-64,2014,90.6,,,,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_T,AGE_AGGREGATE_YGE65,2014,95.7,,,,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_M,AGE_AGGREGATE_TOTAL,2014,82.8,,,,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_M,AGE_AGGREGATE_Y15-24,2014,95.6,,,,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_M,AGE_AGGREGATE_Y25-54,2014,76.9,,,,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_M,AGE_AGGREGATE_Y55-64,2014,86.4,,,,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_M,AGE_AGGREGATE_YGE65,2014,94.6,,,,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_F,AGE_AGGREGATE_TOTAL,2014,91.7,,,,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_F,AGE_AGGREGATE_Y15-24,2014,96.9,,,,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_F,AGE_AGGREGATE_Y25-54,2014,89.1,,,,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_F,AGE_AGGREGATE_Y55-64,2014,95.1,,,,R1:3513
CMR,EMP_NIFL_SEX_AGE_RT,BX:7419,SEX_F,AGE_AGGREGATE_YGE65,2014,96.8,,,,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_T,AGE_YTHADULT_YGE15,2005,98.6,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_T,AGE_YTHADULT_Y15-24,2005,99.4,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_T,AGE_YTHADULT_YGE25,2005,98.4,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_M,AGE_YTHADULT_YGE15,2005,97.9,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_M,AGE_YTHADULT_Y15-24,2005,99,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_M,AGE_YTHADULT_YGE25,2005,97.7,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_F,AGE_YTHADULT_YGE15,2005,99.3,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_F,AGE_YTHADULT_Y15-24,2005,99.6,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_F,AGE_YTHADULT_YGE25,2005,99.2,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_T,AGE_AGGREGATE_TOTAL,2005,98.6,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_T,AGE_AGGREGATE_Y15-24,2005,99.4,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_T,AGE_AGGREGATE_Y25-54,2005,98.5,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_T,AGE_AGGREGATE_Y55-64,2005,98,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_T,AGE_AGGREGATE_YGE65,2005,98.7,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_M,AGE_AGGREGATE_TOTAL,2005,97.9,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_M,AGE_AGGREGATE_Y15-24,2005,99,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_M,AGE_AGGREGATE_Y25-54,2005,97.8,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_M,AGE_AGGREGATE_Y55-64,2005,96.8,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_M,AGE_AGGREGATE_YGE65,2005,98,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_F,AGE_AGGREGATE_TOTAL,2005,99.3,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_F,AGE_AGGREGATE_Y15-24,2005,99.6,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_F,AGE_AGGREGATE_Y25-54,2005,99.2,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_F,AGE_AGGREGATE_Y55-64,2005,99.4,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_F,AGE_AGGREGATE_YGE65,2005,99.6,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_T,AGE_YTHADULT_YGE15,2012,97.3,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_T,AGE_YTHADULT_Y15-24,2012,99.2,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_T,AGE_YTHADULT_YGE25,2012,97,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_M,AGE_YTHADULT_YGE15,2012,96,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_M,AGE_YTHADULT_Y15-24,2012,98.9,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_M,AGE_YTHADULT_YGE25,2012,95.6,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_F,AGE_YTHADULT_YGE15,2012,98.7,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_F,AGE_YTHADULT_Y15-24,2012,99.4,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_F,AGE_YTHADULT_YGE25,2012,98.5,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_T,AGE_AGGREGATE_TOTAL,2012,97.3,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_T,AGE_AGGREGATE_Y15-24,2012,99.2,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_T,AGE_AGGREGATE_Y25-54,2012,97.1,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_T,AGE_AGGREGATE_Y55-64,2012,95.9,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_T,AGE_AGGREGATE_YGE65,2012,97.6,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_M,AGE_AGGREGATE_TOTAL,2012,96,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_M,AGE_AGGREGATE_Y15-24,2012,98.9,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_M,AGE_AGGREGATE_Y25-54,2012,95.8,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_M,AGE_AGGREGATE_Y55-64,2012,94,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_M,AGE_AGGREGATE_YGE65,2012,95.9,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_F,AGE_AGGREGATE_TOTAL,2012,98.7,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_F,AGE_AGGREGATE_Y15-24,2012,99.4,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_F,AGE_AGGREGATE_Y25-54,2012,98.5,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_F,AGE_AGGREGATE_Y55-64,2012,98.3,B,,I11:264,R1:3513
COD,EMP_NIFL_SEX_AGE_RT,BA:3051,SEX_F,AGE_AGGREGATE_YGE65,2012,99.7,B,,I11:264,R1:3513
COG,EMP_NIFL_SEX_AGE_RT,BA:2624,SEX_T,AGE_YTHADULT_YGE15,2009,85.3,B,,I11:264,R1:3513_S4:31
COG,EMP_NIFL_SEX_AGE_RT,BA:2624,SEX_T,AGE_YTHADULT_Y15-24,2009,83.9,B,,I11:264,R1:3513_S4:31
COG,EMP_NIFL_SEX_AGE_RT,BA:2624,SEX_T,AGE_YTHADULT_YGE25,2009,86.1,B,,I11:264,R1:3513_S4:31
COG,EMP_NIFL_SEX_AGE_RT,BA:2624,SEX_M,AGE_YTHADULT_YGE15,2009,88.3,B,,I11:264,R1:3513_S4:31
COG,EMP_NIFL_SEX_AGE_RT,BA:2624,SEX_M,AGE_YTHADULT_Y15-24,2009,85.3,B,,I11:264,R1:3513_S4:31
COG,EMP_NIFL_SEX_AGE_RT,BA:2624,SEX_M,AGE_YTHADULT_YGE25,2009,90,B,,I11:264,R1:3513_S4:31
COG,EMP_NIFL_SEX_AGE_RT,BA:2624,SEX_F,AGE_YTHADULT_YGE15,2009,82.9,B,,I11:264,R1:3513_S4:31
COG,EMP_NIFL_SEX_AGE_RT,BA:2624,SEX_F,AGE_YTHADULT_Y15-24,2009,82.9,B,,I11:264,R1:3513_S4:31
COG,EMP_NIFL_SEX_AGE_RT,BA:2624,SEX_F,AGE_YTHADULT_YGE25,2009,82.8,B,,I11:264,R1:3513_S4:31
COG,EMP_NIFL_SEX_AGE_RT,BA:2624,SEX_T,AGE_AGGREGATE_TOTAL,2009,85.3,B,,I11:264,R1:3513_S4:31
COG,EMP_NIFL_SEX_AGE_RT,BA:2624,SEX_T,AGE_AGGREGATE_Y15-24,2009,83.9,B,,I11:264,R1:3513_S4:31
COG,EMP_NIFL_SEX_AGE_RT,BA:2624,SEX_T,AGE_AGGREGATE_Y25-54,2009,85.7,B,,I11:264,R1:3513_S4:31
COG,EMP_NIFL_SEX_AGE_RT,BA:2624,SEX_T,AGE_AGGREGATE_Y55-64,2009,85.5,B,,I11:264,R1:3513_S4:31
COG,EMP_NIFL_SEX_AGE_RT,BA:2624,SEX_T,AGE_AGGREGATE_YGE65,2009,98,B,,I11:264,R1:3513_S4:31
COG,EMP_NIFL_SEX_AGE_RT,BA:2624,SEX_M,AGE_AGGREGATE_TOTAL,2009,88.3,B,,I11:264,R1:3513_S4:31
COG,EMP_NIFL_SEX_AGE_RT,BA:2624,SEX_M,AGE_AGGREGATE_Y15-24,2009,85.3,B,,I11:264,R1:3513_S4:31
COG,EMP_NIFL_SEX_AGE_RT,BA:2624,SEX_M,AGE_AGGREGATE_Y25-54,2009,90,B,,I11:264,R1:3513_S4:31
COG,EMP_NIFL_SEX_AGE_RT,BA:2624,SEX_M,AGE_AGGREGATE_Y55-64,2009,84.3,B,,I11:264,R1:3513_S4:31
COG,EMP_NIFL_SEX_AGE_RT,BA:2624,SEX_M,AGE_AGGREGATE_YGE65,2009,97.3,B,,I11:264,R1:3513_S4:31
COG,EMP_NIFL_SEX_AGE_RT,BA:2624,SEX_F,AGE_AGGREGATE_TOTAL,2009,82.9,B,,I11:264,R1:3513_S4:31
COG,EMP_NIFL_SEX_AGE_RT,BA:2624,SEX_F,AGE_AGGREGATE_Y15-24,2009,82.9,B,,I11:264,R1:3513_S4:31
COG,EMP_NIFL_SEX_AGE_RT,BA:2624,SEX_F,AGE_AGGREGATE_Y25-54,2009,82.2,B,,I11:264,R1:3513_S4:31
COG,EMP_NIFL_SEX_AGE_RT,BA:2624,SEX_F,AGE_AGGREGATE_Y55-64,2009,86.5,B,,I11:264,R1:3513_S4:31
COG,EMP_NIFL_SEX_AGE_RT,BA:2624,SEX_F,AGE_AGGREGATE_YGE65,2009,98.6,B,,I11:264,R1:3513_S4:31
COK,EMP_NIFL_SEX_AGE_RT,BA:15665,SEX_T,AGE_YTHADULT_YGE15,2019,29.2,B,,I11:264,R1:3513
COK,EMP_NIFL_SEX_AGE_RT,BA:15665,SEX_T,AGE_YTHADULT_Y15-24,2019,34.2,B,,I11:264,R1:3513
COK,EMP_NIFL_SEX_AGE_RT,BA:15665,SEX_T,AGE_YTHADULT_YGE25,2019,28.1,B,,I11:264,R1:3513
COK,EMP_NIFL_SEX_AGE_RT,BA:15665,SEX_M,AGE_YTHADULT_YGE15,2019,28.3,B,,I11:264,R1:3513
COK,EMP_NIFL_SEX_AGE_RT,BA:15665,SEX_M,AGE_YTHADULT_Y15-24,2019,35.1,B,,I11:264,R1:3513
COK,EMP_NIFL_SEX_AGE_RT,BA:15665,SEX_M,AGE_YTHADULT_YGE25,2019,26.8,B,,I11:264,R1:3513
COK,EMP_NIFL_SEX_AGE_RT,BA:15665,SEX_F,AGE_YTHADULT_YGE15,2019,30.2,B,,I11:264,R1:3513
COK,EMP_NIFL_SEX_AGE_RT,BA:15665,SEX_F,AGE_YTHADULT_Y15-24,2019,32.8,B,,I11:264,R1:3513
COK,EMP_NIFL_SEX_AGE_RT,BA:15665,SEX_F,AGE_YTHADULT_YGE25,2019,29.7,B,,I11:264,R1:3513
COK,EMP_NIFL_SEX_AGE_RT,BA:15665,SEX_T,AGE_AGGREGATE_TOTAL,2019,29.2,B,,I11:264,R1:3513
COK,EMP_NIFL_SEX_AGE_RT,BA:15665,SEX_T,AGE_AGGREGATE_Y15-24,2019,34.2,B,,I11:264,R1:3513
COK,EMP_NIFL_SEX_AGE_RT,BA:15665,SEX_T,AGE_AGGREGATE_Y25-54,2019,19.6,B,,I11:264,R1:3513
COK,EMP_NIFL_SEX_AGE_RT,BA:15665,SEX_T,AGE_AGGREGATE_Y55-64,2019,45.9,B,,I11:264,R1:3513
COK,EMP_NIFL_SEX_AGE_RT,BA:15665,SEX_T,AGE_AGGREGATE_YGE65,2019,63.5,B,,I11:264,R1:3513
COK,EMP_NIFL_SEX_AGE_RT,BA:15665,SEX_M,AGE_AGGREGATE_TOTAL,2019,28.3,B,,I11:264,R1:3513
COK,EMP_NIFL_SEX_AGE_RT,BA:15665,SEX_M,AGE_AGGREGATE_Y15-24,2019,35.1,B,,I11:264,R1:3513
